  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000
750.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000
498.16875000	471.88500000	-529.34250000	111.74700000	-250.70700000	140.61675000
  9.07500000	-109.56000000	-122.10000000	330.67200000	737.04000000	410.70000000
 51.48300000	169.77600000	339.15900000	139.96800000	559.22400000	558.57675000
  5.54700000	111.84300000	-63.33900000	563.76675000	-638.54550000	180.81075000
195.84075000	-480.59550000	451.46850000	294.84675000	-553.95450000	260.19075000
  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000
  5.80800000	 24.42000000	-129.22800000	 25.66875000	-271.67250000	718.83075000
  0.01200000	  5.46000000	  2.49000000	621.07500000	566.47500000	129.16875000
 64.82700000	-399.98700000	133.18200000	616.98675000	-410.87100000	 68.40300000
607.50000000	349.65000000	472.50000000	 50.31075000	135.97500000	 91.87500000
586.09200000	-392.49600000	480.01200000	 65.71200000	-160.72800000	 98.28300000
278.16075000	-59.37750000	-722.57850000	  3.16875000	 77.12250000	469.26075000
  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000
590.07675000	-118.41450000	-602.71650000	  5.94075000	 60.47550000	153.90675000
 21.42075000	152.35350000	-197.98350000	270.90075000	-704.07150000	457.47075000
608.85075000	-566.27850000	-148.66500000	131.67075000	 69.13500000	  9.07500000
 81.67500000	  6.43500000	467.28000000	  0.12675000	 18.40800000	668.35200000
 20.66700000	245.51400000	  0.00000000	729.14700000	  0.00000000	  0.00000000
128.54700000	457.67700000	332.23500000	407.37675000	591.44250000	214.66875000
  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000
322.75200000	360.14400000	649.44000000	100.46700000	362.34000000	326.70000000
558.57675000	652.42800000	-32.36250000	190.51200000	-18.90000000	  0.46875000
306.24075000	-660.40650000	-326.84850000	356.04075000	352.42350000	 87.21075000
 49.53675000	-170.77650000	331.14450000	147.18675000	-570.80550000	553.41075000
206.71875000	311.85000000	-592.98750000	117.61200000	-447.28200000	425.25675000
 95.58675000	-494.80200000	-74.97000000	640.33200000	194.04000000	 14.70000000
  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000	  0.00000000
221.13675000	-397.47600000	-556.30350000	178.60800000	499.95600000	349.86675000
205.93200000	615.43800000	-263.31000000	459.81675000	-393.45750000	 84.16875000
 36.30000000	-76.89000000	-312.51000000	 40.71675000	330.97650000	672.60675000
360.18675000	-725.57100000	185.03100000	365.40300000	-186.36600000	 23.76300000
254.04300000	698.40000000	124.83900000	480.00000000	171.60000000	 15.33675000
345.78075000	-141.57150000	734.33850000	 14.49075000	-150.32850000	389.88075000
